Unnamed: 0,번호,제목,저자,출판사,출판일
,54,A Big Data–Based Geographically Weighted Regression Model for Public Housing Prices: A Case Study in Singapore,"Cao, Kai; Diao, Mi; Wu, Bo",Taylor & Francis,2019
,55,The Big Picture About `Big Data',"Mummadi, Srinivas; Pai, Rakesh K.; Hahn, Peter",American Association for Physician Leadership,2017
,56,Text and Data Mining in the Proposed Copyright Reform: Making the EU Ready for an Age of Big Data?,"Geiger, Christophe; Frosio, Giancarlo; Bulayenko, Oleksandr",Springer Nature,2018
,57,The EU data protection reform and the challenges of big data: remaining uncertainties and ways forward,"Gonçalves, Maria Eduarda",Taylor & Francis,2017
,58,Music and big data: a new frontier,"Greenberg, David M; Rentfrow, Peter J",Elsevier Science B.V. Amsterdam,2017
,59,Technology Talk: Big Data: A Law Enforcement Tool the Public Supports,"Martin,  Tim",INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,2015
,60,Towards Social Big Data-Based Affective Group Recommendation,"Hong, Minsung; Jung, Jason J.",Springer Nature,2018
,61,Processes Meet Big Data: Connecting Data Science with Process Science,"van der Aalst, W.; Damiani, E.",Institute of Electrical & Electronics Engineers,2015
,62,Dealing with big data: comparing dimension reduction and shrinkage regression methods,"Hamedani, Hamideh D.; Sadat Moosavi, Sara",Taylor & Francis,2017
,63,Reliability Meets Big Data: Opportunities and Challenges,"Meeker, W.Q.; Hong, Y.",Taylor & Francis,2014
,64,HPC And ``Big Data'' Apps Tap Floating-Point Number Compression,"Wegener, A.",PENTON PUBLISHING INC,2012
,65,MPI for Big Data: New tricks for an old dog,"LaSalle, D.; Karypis, G.","Elsevier Science B.V., Amsterdam.",2014
,66,Mixed-Initiative for Big Data: The Intersection of Human + Visual Analytics + Prediction,"Makonin,  Stephen; McVeigh,  Daniel; Stuerzlinger,  Wolfgang; Tran,  Khoa; Popowich,  Fred",IEEE,2016
,67,Entering the 'big data' era in medicinal chemistry: molecular promiscuity analysis revisited,"Hu, Ye; Bajorath, Jürgen",Future Science,2017
,68,Analytics and Big Data: Emerging trends and their impact on our lives,"Saha, Kunal","John Wiley & Sons, Ltd",2019
,69,"Analyzing Behavioral Big Data: Methodological, practical, ethical, and moral issues","Shmueli, Galit",Taylor & Francis,2017
,70,"Small Wars, Big Data: The Information Revolution in Modern Conflict","Lewis, Adrian R.",Taylor & Francis,2020
,71,The Library: Big Data’s Boomtown,"Reinhalter, Lauren; Wittmann, Rachel J.",Taylor & Francis,2014
,72,"AI and Big Data: A blueprint for a human rights, social and ethical impact assessment","Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2018
,73,SmallClient for big data: an indexing framework towards fast data retrieval,"Siddiqa, A.",Springer Science + Business Media,2017
,74,What's the big fuss about `big data'?,"Pope, C.; Halford, S.; Tinati, R.; Weal, M.",Royal Society of Medicine Press,2014
,75,Introduction to Big Data: Scalable Representation and Analytics for Data Science Minitrack,"Kaisler, S.; Armour, F.; Espinosa, A.",IEEE,2013
,76,Remotely sensed big data: evolution in model development for information extraction [point of view],unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019
,77,Life beyond big data: governing with little analytics,"Amoore, Louise; Piotukh, Volha",Taylor & Francis,2015
,78,What's the Big Deal About Big Data?,"Sherman, C.",Information Today,2014
,79,Breaking the 'big data' barrier when selecting agricultural export markets: an innovative approach,"Cameron, Martin; Viviers, Wilma; Steenkamp, Ezra",Taylor & Francis,2017
,80,"What Can ""Big Data"" Methods Offer Human Services Research on Organizations and Communities?","Santiago, Anna Maria; Smith, Richard J.",Taylor and Francis,2019
,81,Using small data to interpret big data: 311 reports as individual contributions to informal social control in urban neighborhoods,"O'Brien, D. T.","Elsevier Science B.V., Amsterdam",2016
,82,"Book Review: Big Data: A Revolution That Will Transform How We Live, Work, and Think",Andrea Calderaro,Sage Publications Ltd,2015
,83,Research Using “Big Data” in Orthopaedic Trauma: A Dynasty of Databases or Finite Research Resource?,"Schoenfeld, Andrew J.",Lippincott Williams and Wilkins,2016
,84,What's the Big Deal About Big Data?,"Dutton, G.",LAKEWOOD PUBLICATIONS INC,2014
,85,32.1 CREATING BIG VALUE WITH BIG DATA: PRELIMINARY RESULTS,"Hagoort, Karin; Deschamps, Peter; Scheepers, Floortje E.",Elsevier,2016
,86,Forecasting for big data: Does suboptimality matter?,"Nikolopoulos, Konstantinos; Petropoulos, Fotios","Elsevier Science B.V., Amsterdam.",2018
,87,Matlab tames big data.,Editor(s),CONCORDE PUBLISHING LTD,2014
,88,Learning from 'big data': compounds and targets,"Hu, Y.; Bajorath, J.","Elsevier Science B.V., Amsterdam.",2014
,89,Taking a ‘Big Data’ approach to data quality in a citizen science project,"Kelling, S.; Fink, D.; Sorte, F. A.; Johnston, A.; Bruns, N. E.; Hochachka, W. M.",ROYAL SWEDISH ACADEMY OF SCIENCES,2015
,90,"Book Review: Big Data: A Revolution That Will Transform How We Live, Work, and Think","Parekh, U.",Information Systems Audit and Control Association,2014
,91,Driving for Big Data? Privacy Concerns in Vehicular Networking,"Eckhoff, D.; Sommer, C.",IEEE COMPUTER SOCIETY,2014
,92,"Ballmer On Big Data: Microsoft and Google are the only real players, he says",unknown,"CMP PUBLICATIONS, INC.",2011
,93,Is It Still ``Big Data'' If It Fits In My Pocket?,"Campbell, D.",New York; Curran Associates,2011
,94,A Bespoke Big Data/Visual Analytics Solution for Treatment Pathway Analysis and Visualization Using Healthcare Data,"Eslava,  Sergio; Cai,  Zhaohui J.; Golde,  Saar; Yang,  Fei",American Medical Informatics Association,2016
,95,Cover Feature Big data's dark side Misleading numbers,unknown,Institution of Engineering and Technology,2016
,96,Mapping the data shadows of Hurricane Sandy: Uncovering the sociospatial dimensions of 'big data',"Shelton, T.; Poorthuis, A.; Graham, M.; Zook, M.","Elsevier Science B.V., Amsterdam.",2014
,97,Integration of Big Data: A Survey,"Hui, Jingya; Li, Lingli; Zhang, Zhaogong",Springer,2018
,98,"Art/Science & Big Data: Parts 1, 2 and 3","Knox,  Gordon",MIT PRESS,2016
,99,Reflections on Big Data: ‘Just because it is accessible does not make it ethical’,Jack Linchuan Qiu,Sage Publications Ltd,2015
,100,Metadata for Big Data: A preliminary investigation of metadata quality issues in research data repositories,"Rousidis, D.; Garoufallou, E.; Balatsoukas, P.; Sicilia, M.-A.",IOS Press; 1999,2014
,1,Architecting Time-Critical Big-Data Systems,"Basanta-Val, P.; Audsley, N. C.; Wellings, A. J.; Gray, I.; Fernandez-Garcia, N.",unknown,2016
,2,Computation migration: a new approach to execute big-data bioinformatics workflows,"Nunes, Rickey T. P.; Deshpande, Santosh L.",Inderscience,2018
,3,"Bring it on, Big Data: Beyond the Hype",unknown,Mary Ann Leibert,2014
,4,"Authors' Response to Gong's, “Comment on Data Science and its Relationship to Big Data and Data-Driven Decision Making”",unknown,Mary Ann Leibert,2014
,5,Multiple Targets Tracking with Big Data-Based Measurement for Extended Binary Phase Shift Keying Transceiver,"Yu, Yao; Zhao, Junhui; Lenan, Wu",Mary Ann Leibert,2019
,6,Computational Propaganda and Political Big Data: Moving Toward a More Critical Research Agenda,unknown,Mary Ann Leibert,2017
,7,"Global water cycle and remote sensing big data: overview, challenge, and opportunities","Cui, Yaokui; Chen, Xi; Gao, Jinyu; Yan, Binyan; Tang, Guoqiang; Hong, Yang",John Wiley & Sons Ltd,2018
,8,Scalable Data Quality for Big Data: The Pythia Framework for Handling Missing Values,unknown,Mary Ann Leibert,2015
,9,Big Scholarly Data: A Survey,"Xia, F.; Wang, W.; Bekele, T. M.; Liu, H.",unknown,2017
,10,Diversity in Big Data: A Review,unknown,Mary Ann Leibert,2017
,11,Sports Analytics in the Era of Big Data: Moving Toward the Next Frontier,"Assunção, Renato; Pelechrinis, Konstantinos",Mary Ann Leibert,2019
,12,Data Science and its Relationship to Big Data and Data-Driven Decision Making,unknown,Mary Ann Leibert,2013
,13,Big-BOE: Fusing Spanish Official Gazette with Big Data Technology,"Basanta-Val, P.; Sánchez-Fernández, L.",Mary Ann Leibert,2018
,14,Sports Analytics in the Era of Big Data: Moving Toward the Next Frontier,"Assunção, Renato; Pelechrinis, Konstantinos",Mary Ann Leibert,2018
,15,Big data: new methods and ideas in geological scientific research,"Qi, Zhang; Xuelong, Liu",John Wiley & Sons Ltd,2019
,16,Call for Special Issue Papers: Big Data-Driven Futuristic Fabric System in Societal Digital Transformation,"Chakraborty, Chinmay; Khan, Muhammad Khurram; Ahmad, Ishfaq",Mary Ann Leibert,2021
,17,The Structural Consequences of Big Data-Driven Education,unknown,Mary Ann Leibert,2017
,18,"Capturing the value of biosurveillance ""big data"" through natural capital accounting","Castle, David; Hebert, Paul D.N.; Clare, Elizabeth L.; Hogg, Ian D.; Tremblay, Crystal",John Wiley & Sons Ltd,2021
,19,"Correction to: Predictive Modeling with Big Data: Is Bigger Really Better? by Junqué de Fortuny E, Martens D, and Provost F. Big Data 2013;1(4):215–226.",unknown,Mary Ann Leibert,2019
,20,The Role of Teamwork in the Analysis of Big Data: A Study of Visual Analytics and Box Office Prediction,unknown,Mary Ann Leibert,2017
,21,"Mapping essential urban land use categories (EULUC) using geospatial big data: Progress, challenges, and opportunities","Chen, Bin; Xu, Bing; Gong, Peng",John Wiley & Sons Ltd,2021
,22,Scientific Training in the Era of Big Data: A New Pedagogy for Graduate Education,unknown,Mary Ann Leibert,2017
,23,A big data-based RF localisation method for unmanned search and rescue,"Wang, Ju; Liu, Hongzhe; Bao, Hong; Montoya, Cesar Flores; Hinton, James",Inderscience,2018
,24,"Guest Editorial: Big Media Data: Understanding, Search, and Mining","Wang, J.; Qi, G.; Sebe, N.; Aggarwal, C. C.",unknown,2016
,25,"Guest Editorial: Big Media Data: Understanding, Search, and Mining (Part 2)","Wang, J.; Qi, G.; Sebe, N.; Aggarwal, C. C.",unknown,2015
,26,"Guest Editorial: Big Media Data: Understanding, Search, and Mining","Wang, J.; Qi, G.; Sebe, N.; Aggarwal, C.",unknown,2017
,27,Privacy models for big data: a survey,"Victor, Nancy; Lopez, Daphne; Abawajy, Jemal H.",Inderscience,2016
,28,A new approach for accurate distributed cluster analysis for Big Data: competitive K-Means,"Esteves, Rui Máximo; Hacker, Thomas; Rong, Chunming",Inderscience,2014
,29,"Special Issue on Biomedical Big Data: Understanding, Learning and Applications","Zhu, J.; Liu, A.; Chen, M.; Tasdizen, T.; Su, H.",unknown,2017
,30,A new approach for accurate distributed cluster analysis for Big Data: competitive K-Means,"Esteves, Rui Máximo; Hacker, Thomas; Rong, Chunming",Inderscience,2014
,31,New discrimination diagrams for basalts based on big data research,"Zhang, Qi; Sun, Weidong; Zhao, Yong; Yuan, Fanglin; Jiao, Shoutao; Chen, Wanfeng",John Wiley & Sons Ltd,2019
,32,"Big Data, Little Data, and Care Coordination for Medicare Beneficiaries with Medigap Coverage",unknown,Mary Ann Leibert,2015
,33,"Big data analysis of swimming pools' impact on household electric intensity in San Antonio, Texas","Elnakat, Afamia; Gomez, Juan D.; Roberts, Jason; Wright, Martha",Inderscience,2015
,34,Big Data in Healthcare: Opportunities and Challenges,unknown,Mary Ann Leibert,2015
,35,Big data (lost) in the cloud,"Di Martino, Beniamino; Aversa, Rocco; Cretella, Giuseppina; Esposito, Antonio; Kołodziej, Joanna",Inderscience,2014
,36,Big data and analytics: a data management perspective in public administration,"Mittal, Prabhat",Inderscience,2020
,37,National Surveys of Population Health: Big Data Analytics for Mobile Health Monitors,unknown,Mary Ann Leibert,2015
,38,TV Audience Measurement with Big Data,unknown,Mary Ann Leibert,2014
,39,The U.S. Army Person-Event Data Environment: A MilitaryÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Civilian Big Data Enterprise,unknown,Mary Ann Leibert,2015
,40,"Big Data, Efficient Markets, and the End of Daily Fantasy Sports As We Know It?","Urbaczewski, Andrew; Elmore, Ryan",Mary Ann Leibert,2018
,41,Why Big Data = Big Deal,unknown,Mary Ann Leibert,2014
,42,Big Data and the Rise of Machines in Financial Markets,unknown,Mary Ann Leibert,2014
,43,STGI：a spatio-temporal grid index model for marine big data,"Qu, Tengteng; Wang, Lizhe; Yu, Jian; Yan, Jining; Xu, Guilin; Li, Meng; Cheng, Chengqi; Hou, Kaihua; Chen, Bo",John Wiley & Sons Ltd,2020
,44,A comparison on scalability for batch big data processing on Apache Spark and Apache Flink,"García-Gil, Diego; Ramírez-Gallego, Sergio; García, Salvador; Herrera, Francisco",Springer Nature,2017
,45,Combining Human Computing and Machine Learning to Make Sense of Big (Aerial) Data for Disaster Response,unknown,Mary Ann Leibert,2016
,46,"Comparative study of big data of global adakites and mineralization-related granite in the Geza arc metallogenic belt, northwest Yunnan, Southwest China","Xuelong, Liu; Wenchang, Li; Qi, Zhang; Na, Zhang; Changzhen, Zhang; Ying, Luo; Shuaishuai, Wang; Fucheng, Yang; Jianhang, Chen; Zhenhuan, Li",John Wiley & Sons Ltd,2018
,47,A new big data approach based on geoecological information-modeling system,"Varotsos, Costas A.; Krapivin, Vladimir F.",John Wiley & Sons Ltd,2017
,48,Recent advance in earth observation big data for hydrology,"Chen, Lajiao; Wang, Lizhe",John Wiley & Sons Ltd,2018
,49,The challenges of a Big Data Earth,"Boulton, Geoffrey",John Wiley & Sons Ltd,2018
,50,Big Data Literature Search,unknown,Mary Ann Leibert,2014
,51,Big data drives the development of Earth science,"Guo, Huadong",John Wiley & Sons Ltd,2017
,52,The Uses of Big Data in Cities,unknown,Mary Ann Leibert,2014
,53,Call for Papers: Special Issue on Computational Propaganda and Political Big Data,unknown,Mary Ann Leibert,2017
,54,SOOM: Sort-Based Optimizer for Big Data Multi-Query,"Sahal, Radhya; Khafagy, Mohammed H.; Omara, Fatma A.",Mary Ann Leibert,2020
,55,Call for Special Issue Papers: Big Data in Business,"Nobanee, Haitham",Mary Ann Leibert,2020
,56,Internet of Things-Based Optimized Routing and Big Data Gathering System for Landslide Detection,"Menon, Varun G.; Verma, Sandeep; Kaur, Satnam; Sehdev, Paramjit S.",Mary Ann Leibert,2021
,57,Call for Special Issue Papers: Big Scientific Data and Machine Learning in Science and Engineering,"Anaraki, Farhad Pourkamali; Hariri-Ardebili, M. Amin; Becker, Stephen; Raissi, Maziar",Mary Ann Leibert,2021
,58,Data behaviours model for Big Data visual analytics,"Zhang, Jinson; Huang, Mao Lin",Inderscience,2016
,59,Call for Special Issue Papers: Big Data Analytics and Intelligent Systems for Cybersecurity,"El-Latif, Ahmed A. Abd; Tawalbeh, Lo'ai; Maleh, Yassine; Saldamli, Gokay",Mary Ann Leibert,2021
,60,Big data (lost) in the cloud,"Di Martino, Beniamino; Aversa, Rocco; Cretella, Giuseppina; Esposito, Antonio; Kołodziej, Joanna",Inderscience,2014
,61,Common Big Data Challenges and How to Overcome Them,unknown,Mary Ann Leibert,2014
,62,Unsupervised Tensor Mining for Big Data Practitioners,unknown,Mary Ann Leibert,2016
,63,Can Big Data Machines Analyze Stock Market Sentiment?,unknown,Mary Ann Leibert,2014
,64,Big Data As an Enabler of Primary Education,unknown,Mary Ann Leibert,2016
,65,Spatial patterns of urban green space and its actual utilization status in China based on big data analysis,"Huang, Yiyi; Lin, Tao; Zhang, Guoqin; Zhu, Yongguan; Zeng, Zhiwei; Ye, Hong",John Wiley & Sons Ltd,2021
,66,Big data in support of the Sustainable Development Goals: a celebration of the establishment of the International Research Center of Big Data for Sustainable Development Goals (CBAS),"Guo, Huadong; Hackmann, Heide; Gong, Ke",John Wiley & Sons Ltd,2021
,67,Earth observation and geospatial big data management and engagement of stakeholders in Hungary to support the SDGs,"Mihály, Szabolcs; Remetey-Fülöpp, Gábor; Kristóf, Dániel; Czinkóczky, Anna; Palya, Tamás; Pásztor, László; Rudan, Pál; Szabó, György; Zentai, László",John Wiley & Sons Ltd,2021
,68,"Interview with Dr. Silvio Carta, Author of the Book Big Data, Code and the Discrete City (Routledge 2019)","Carta, Silvio",Mary Ann Leibert,2019
,69,Big data ensemble clinical prediction for healthcare data by using deep learning model,"Rallapalli, Sreekanth; Gondkar, R.R.",Inderscience,2018
,70,"Deep Learning on Big, Sparse, Behavioral Data","De Cnudde, Sofie; Ramon, Yanou; Martens, David; Provost, Foster",Mary Ann Leibert,2019
,71,Call for Special Issue Papers: Big Data in Business,"Nobanee, Haitham",Mary Ann Leibert,2019
,72,Big Data and Predictive Analytics in Health Care,unknown,Mary Ann Leibert,2014
,73,A Big Data Guide to Understanding Climate Change: The Case for Theory-Guided Data Science,unknown,Mary Ann Leibert,2014
,74,Big uncertain data of multiple sensors efficient processing with high order multi-hypothesis: an evidence theoretic approach,"Jafari, Hossein; Li, Xiangfang; Qian, Lijun; Aved, Alexander J.; Kroecker, Timothy S.",Inderscience,2018
,75,Atmospheric and ecosystem big data providing key contributions in reaching United Nations' Sustainable Development Goals,"Kulmala, Markku; Lintunen, Anna; Ylivinkka, Ilona; Mukkala, Janne; Rantanen, Rosa; Kujansuu, Joni; Petäjä, Tuukka; Lappalainen, Hanna K.",John Wiley & Sons Ltd,2021
,76,Using Big Data to Understand the Human Condition: The Kavli Human Project,unknown,Mary Ann Leibert,2015
,77,Call for Papers: Special Issue on Big Data in Robotics,unknown,Mary Ann Leibert,2016
,78,Big Data 2.0: Cataclysm or Catalyst?,unknown,Mary Ann Leibert,2014
,79,Does Medical School Training Relate to Practice? Evidence from Big Data,unknown,Mary Ann Leibert,2015
,80,Curating Big Data Made Simple: Perspectives from Scientific Communities,unknown,Mary Ann Leibert,2014
,81,Research Dilemmas with Behavioral Big Data,unknown,Mary Ann Leibert,2017
,82,Optimizing Sentinel-2 image selection in a Big Data context,"Kempeneers, P.; Soille, P.",John Wiley & Sons Ltd,2017
,83,Call for Papers: Special Issue on Computational Propaganda and Political Big Data,unknown,Mary Ann Leibert,2017
,84,Call for Papers: Special Issue on Big Data in Robotics,unknown,Mary Ann Leibert,2016
,85,Big Data on Robotics,unknown,Mary Ann Leibert,2016
,86,An Exercise in Exploring Big Data for Producing Reliable Statistical Information,unknown,Mary Ann Leibert,2016
,87,Big Data for Social Good,unknown,Mary Ann Leibert,2015
,88,Strength in Numbers: Using Big Data to Simplify Sentiment Classification,unknown,Mary Ann Leibert,2017
,89,A Message from the Editor-in-Chief of Big Data,unknown,Mary Ann Leibert,2017
,90,Big Data Based Security Analytics for Protecting Virtualized Infrastructures in Cloud Computing,"Win, T. Y.; Tianfield, H.; Mair, Q.",unknown,2018
,91,Correction to: Big Data 2016;4:60–66,unknown,Mary Ann Leibert,2016
,92,An Ensemble-Based Scalable Approach for Intrusion Detection Using Big Data Framework,"Sahu, Santosh Kumar; Mohapatra, Durga Prasad; Rout, Jitendra Kumar; Sahoo, Kshira Sagar; Luhach, Ashish Kr.",Mary Ann Leibert,2021
,93,Labor Economists Get Their Microscope: Big Data and Labor Market Analysis,unknown,Mary Ann Leibert,2015
,94,Intelligent big data analysis: a review,"Tsai, Chun-Wei; Yang, Ya-Lan; Chiang, Ming-Chao; Yang, Chu-Sing",Inderscience,2015
,95,"Health big data analytics: current perspectives, challenges and potential solutions","Kuo, Mu-Hsing; Sahama, Tony; Kushniruk, Andre W.; Borycki, Elizabeth M.; Grunwell, Daniel K.",Inderscience,2014
,96,Intelligent big data analysis: a review,"Tsai, Chun-Wei; Yang, Ya-Lan; Chiang, Ming-Chao; Yang, Chu-Sing",Inderscience,2014
,97,Analyzing Big Smart Metering Data Towards Differentiated User Services: A Sublinear Approach,"Pan, E.; Wang, D.; Han, Z.",unknown,2016
,98,Scalable big data modelling,"Patel, Jayesh",Inderscience,2021
,99,A big data analytics framework for border crossing transportation,"Wang, Haibo; Huo, Da; Xu, Yaquan",Inderscience,2017
,100,Clustering Big Spatiotemporal-Interval Data,"Shao, W.; Salim, F. D.; Song, A.; Bouguettaya, A.",unknown,2016
